"","performance_id","analysisId","modelOrigin","recalibrationPeriod","featureSet","devPeriod","startDate","endDate","periodMidpoint","devStartDate","devEndDate","wDev","wRecal","targetId","outcomeId","targetName","outcomeName","fullName","legendLabel","AUROC","populationSize","outcomeCount","Eavg","meanPrediction","observedRisk","observedMeanDiff"
"194",267,"val_new","New Covid",NA,"Parsimonious","First 3 Months",2021-04-01,2021-06-30,2021-05-16,2020-01-01,2020-03-31,"3m",NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Parsimonious | New Covid | First 3 Months","covidI",0.744084877525474,60414,5305,0.126734512831562,0.214311000101252,0.0878107723375377,-0.126500227763714
"195",280,"val_new","New Covid",NA,"Parsimonious","First 6 Months",2021-04-01,2021-06-30,2021-05-16,2020-01-01,2020-06-30,"6m",NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Parsimonious | New Covid | First 6 Months","covidI",0.749608585668341,60414,5305,0.0124762528723457,0.0777437158404711,0.0878107723375377,0.0100670564970666
"196",292,"val_new","New Covid",NA,"Parsimonious","First 9 Months",2021-04-01,2021-06-30,2021-05-16,2020-01-01,2020-09-30,"9m",NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Parsimonious | New Covid | First 9 Months","covidI",0.750216733527278,60414,5305,0.0181931921248041,0.0710290695604566,0.0878107723375377,0.0167817027770811
"197",303,"val_new","New Covid",NA,"Parsimonious","Full Year 2020 (Full Pop.)",2021-04-01,2021-06-30,2021-05-16,2020-01-01,2020-12-31,"12m_full",NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Parsimonious | New Covid | Full Year 2020 (Full Pop.)","covidI",0.750042676967721,60414,5305,0.0227567719450389,0.0674041077126092,0.0878107723375377,0.0204066646249285
"198",6,"val_new","New Covid",NA,"Parsimonious","Full Year 2020 (Sampled)",2021-04-01,2021-06-30,2021-05-16,2020-01-01,2020-12-31,"12m_150k",NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Parsimonious | New Covid | Full Year 2020 (Sampled)","covidI",0.75007311788176,60414,5305,0.0217313573283879,0.0685506863858455,0.0878107723375377,0.0192600859516922
"199",20,"val_new","New Covid",NA,"Full","First 6 Months",2021-07-01,2021-09-30,2021-08-16,2020-01-01,2020-06-30,"6m",NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Full | New Covid | First 6 Months","dataDrivenCovidF",0.848441733361753,197608,3019,0.00260662387974899,0.0174374987694441,0.0152777215497348,-0.0021597772197093
"200",32,"val_new","New Covid",NA,"Full","First 9 Months",2021-07-01,2021-09-30,2021-08-16,2020-01-01,2020-09-30,"9m",NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Full | New Covid | First 9 Months","dataDrivenCovidF",0.865362728976956,197608,3019,0.00306012634915058,0.0138609103563732,0.0152777215497348,0.0014168111933616
"201",43,"val_new","New Covid",NA,"Full","Full Year 2020 (Full Pop.)",2021-07-01,2021-09-30,2021-08-16,2020-01-01,2020-12-31,"12m_full",NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Full | New Covid | Full Year 2020 (Full Pop.)","dataDrivenCovidF",0.868686793711312,197608,3019,0.00402948260954353,0.0121757119141366,0.0152777215497348,0.0031020096355982
"202",54,"val_new","New Covid",NA,"Full","Full Year 2020 (Sampled)",2021-07-01,2021-09-30,2021-08-16,2020-01-01,2020-12-31,"12m_150k",NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Full | New Covid | Full Year 2020 (Sampled)","dataDrivenCovidF",0.860412052757782,197608,3019,0.00424493851750202,0.0129870815875251,0.0152777215497348,0.0022906399622097
"203",67,"val_new","New Covid",NA,"Parsimonious","First 6 Months",2021-07-01,2021-09-30,2021-08-16,2020-01-01,2020-06-30,"6m",NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Parsimonious | New Covid | First 6 Months","covidF",0.842987068976941,197608,3019,0.00519302603040894,0.0201155430354155,0.0152777215497348,-0.0048378214856807
"204",80,"val_new","New Covid",NA,"Parsimonious","First 9 Months",2021-07-01,2021-09-30,2021-08-16,2020-01-01,2020-09-30,"9m",NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Parsimonious | New Covid | First 9 Months","covidF",0.844586457525885,197608,3019,0.00268812722743024,0.0162942908470696,0.0152777215497348,-0.0010165692973348
"205",91,"val_new","New Covid",NA,"Parsimonious","Full Year 2020 (Full Pop.)",2021-07-01,2021-09-30,2021-08-16,2020-01-01,2020-12-31,"12m_full",NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Parsimonious | New Covid | Full Year 2020 (Full Pop.)","covidF",0.845892995884748,197608,3019,0.00315660909854224,0.0137219428928105,0.0152777215497348,0.0015557786569243
"206",102,"val_new","New Covid",NA,"Parsimonious","Full Year 2020 (Sampled)",2021-07-01,2021-09-30,2021-08-16,2020-01-01,2020-12-31,"12m_150k",NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Parsimonious | New Covid | Full Year 2020 (Sampled)","covidF",0.845315897731033,197608,3019,0.00292634214028845,0.0143464078107424,0.0152777215497348,0.0009313137389924
"207",117,"val_new","New Covid",NA,"Full","First 3 Months",2021-07-01,2021-09-30,2021-08-16,2020-01-01,2020-03-31,"3m",NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Full | New Covid | First 3 Months","dataDrivenCovidH",0.715387401765952,195921,22207,0.181801185404848,0.295572235938623,0.113346706070304,-0.182225529868319
"208",130,"val_new","New Covid",NA,"Full","First 6 Months",2021-07-01,2021-09-30,2021-08-16,2020-01-01,2020-06-30,"6m",NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Full | New Covid | First 6 Months","dataDrivenCovidH",0.772576108839973,195921,22207,0.0137785020575903,0.104619274686215,0.113346706070304,0.008727431384089
"209",142,"val_new","New Covid",NA,"Full","First 9 Months",2021-07-01,2021-09-30,2021-08-16,2020-01-01,2020-09-30,"9m",NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Full | New Covid | First 9 Months","dataDrivenCovidH",0.782437013628257,195921,22207,0.0227208147260575,0.0931375991698486,0.113346706070304,0.0202091069004554
"210",153,"val_new","New Covid",NA,"Full","Full Year 2020 (Full Pop.)",2021-07-01,2021-09-30,2021-08-16,2020-01-01,2020-12-31,"12m_full",NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Full | New Covid | Full Year 2020 (Full Pop.)","dataDrivenCovidH",0.784149342568492,195921,22207,0.0244905521142757,0.0918308802318878,0.113346706070304,0.0215158258384162
"211",164,"val_new","New Covid",NA,"Full","Full Year 2020 (Sampled)",2021-07-01,2021-09-30,2021-08-16,2020-01-01,2020-12-31,"12m_150k",NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Full | New Covid | Full Year 2020 (Sampled)","dataDrivenCovidH",0.780610095994092,195921,22207,0.0232301664627894,0.0934246451610424,0.113346706070304,0.0199220609092616
"212",178,"val_new","New Covid",NA,"Parsimonious","First 3 Months",2021-07-01,2021-09-30,2021-08-16,2020-01-01,2020-03-31,"3m",NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Parsimonious | New Covid | First 3 Months","covidH",0.736907137618473,195921,22207,0.144417565326576,0.257732911009828,0.113346706070304,-0.144386204939524
"213",192,"val_new","New Covid",NA,"Parsimonious","First 6 Months",2021-07-01,2021-09-30,2021-08-16,2020-01-01,2020-06-30,"6m",NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Parsimonious | New Covid | First 6 Months","covidH",0.747880696304762,195921,22207,0.0110783705075975,0.101922543935756,0.113346706070304,0.011424162134548
"214",204,"val_new","New Covid",NA,"Parsimonious","First 9 Months",2021-07-01,2021-09-30,2021-08-16,2020-01-01,2020-09-30,"9m",NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Parsimonious | New Covid | First 9 Months","covidH",0.749665923324257,195921,22207,0.0196255158383759,0.0929762005776187,0.113346706070304,0.0203705054926853
"215",215,"val_new","New Covid",NA,"Parsimonious","Full Year 2020 (Full Pop.)",2021-07-01,2021-09-30,2021-08-16,2020-01-01,2020-12-31,"12m_full",NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Parsimonious | New Covid | Full Year 2020 (Full Pop.)","covidH",0.750327402174977,195921,22207,0.0235233398486354,0.0901222108958938,0.113346706070304,0.0232244951744102
"216",227,"val_new","New Covid",NA,"Parsimonious","Full Year 2020 (Sampled)",2021-07-01,2021-09-30,2021-08-16,2020-01-01,2020-12-31,"12m_150k",NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Parsimonious | New Covid | Full Year 2020 (Sampled)","covidH",0.750262796154537,195921,22207,0.0219985340240833,0.0921631728591655,0.113346706070304,0.0211835332111385
"217",266,"val_new","New Covid",NA,"Full","First 3 Months",2021-07-01,2021-09-30,2021-08-16,2020-01-01,2020-03-31,"3m",NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Full | New Covid | First 3 Months","dataDrivenCovidI",0.688260644328799,189265,18404,0.176427139663225,0.273602811157269,0.0972393205294164,-0.176363490627853
"218",79,"val_new","New Covid",NA,"Full","First 6 Months",2021-07-01,2021-09-30,2021-08-16,2020-01-01,2020-06-30,"6m",NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Full | New Covid | First 6 Months","dataDrivenCovidI",0.759454214872085,189265,18404,0.0158021042670847,0.0874677094803425,0.0972393205294164,0.0097716110490739
"219",201,"val_new","New Covid",NA,"Full","First 9 Months",2021-07-01,2021-09-30,2021-08-16,2020-01-01,2020-09-30,"9m",NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Full | New Covid | First 9 Months","dataDrivenCovidI",0.76955003490186,189265,18404,0.0227241746444136,0.0779085128183856,0.0972393205294164,0.0193308077110308
"220",242,"val_new","New Covid",NA,"Full","Full Year 2020 (Full Pop.)",2021-07-01,2021-09-30,2021-08-16,2020-01-01,2020-12-31,"12m_full",NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Full | New Covid | Full Year 2020 (Full Pop.)","dataDrivenCovidI",0.770731430821085,189265,18404,0.0240467750045179,0.0757581697866669,0.0972393205294164,0.0214811507427495
"221",253,"val_new","New Covid",NA,"Full","Full Year 2020 (Sampled)",2021-07-01,2021-09-30,2021-08-16,2020-01-01,2020-12-31,"12m_150k",NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Full | New Covid | Full Year 2020 (Sampled)","dataDrivenCovidI",0.767338929525427,189265,18404,0.0238752490980539,0.0764799084924276,0.0972393205294164,0.0207594120369888
"222",268,"val_new","New Covid",NA,"Parsimonious","First 3 Months",2021-07-01,2021-09-30,2021-08-16,2020-01-01,2020-03-31,"3m",NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Parsimonious | New Covid | First 3 Months","covidI",0.729322488277823,189265,18404,0.135222238294057,0.232089481546865,0.0972393205294164,-0.134850161017449
"223",281,"val_new","New Covid",NA,"Parsimonious","First 6 Months",2021-07-01,2021-09-30,2021-08-16,2020-01-01,2020-06-30,"6m",NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Parsimonious | New Covid | First 6 Months","covidI",0.734844604285593,189265,18404,0.0149223941512298,0.0848033864539926,0.0972393205294164,0.0124359340754238
"224",293,"val_new","New Covid",NA,"Parsimonious","First 9 Months",2021-07-01,2021-09-30,2021-08-16,2020-01-01,2020-09-30,"9m",NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Parsimonious | New Covid | First 9 Months","covidI",0.735798745911023,189265,18404,0.0202510003969075,0.0778600565105146,0.0972393205294164,0.0193792640189018
"225",304,"val_new","New Covid",NA,"Parsimonious","Full Year 2020 (Full Pop.)",2021-07-01,2021-09-30,2021-08-16,2020-01-01,2020-12-31,"12m_full",NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Parsimonious | New Covid | Full Year 2020 (Full Pop.)","covidI",0.736182812240865,189265,18404,0.0245047681189171,0.0743759609960095,0.0972393205294164,0.0228633595334069
"226",7,"val_new","New Covid",NA,"Parsimonious","Full Year 2020 (Sampled)",2021-07-01,2021-09-30,2021-08-16,2020-01-01,2020-12-31,"12m_150k",NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Parsimonious | New Covid | Full Year 2020 (Sampled)","covidI",0.735984150175107,189265,18404,0.0233883464956134,0.0755418984777183,0.0972393205294164,0.0216974220516981
"227",21,"val_new","New Covid",NA,"Full","First 6 Months",2021-10-01,2021-12-31,2021-11-16,2020-01-01,2020-06-30,"6m",NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Full | New Covid | First 6 Months","dataDrivenCovidF",0.873118282731288,228759,2260,0.00580533167984647,0.0159026833292109,0.0098793927233464,-0.0060232906058645
"228",33,"val_new","New Covid",NA,"Full","First 9 Months",2021-10-01,2021-12-31,2021-11-16,2020-01-01,2020-09-30,"9m",NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Full | New Covid | First 9 Months","dataDrivenCovidF",0.885477406628258,228759,2260,0.0020830807425455,0.0122584861306279,0.0098793927233464,-0.0023790934072815
"229",44,"val_new","New Covid",NA,"Full","Full Year 2020 (Full Pop.)",2021-10-01,2021-12-31,2021-11-16,2020-01-01,2020-12-31,"12m_full",NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Full | New Covid | Full Year 2020 (Full Pop.)","dataDrivenCovidF",0.890380831351812,228759,2260,0.00124468844078777,0.0107668416867182,0.0098793927233464,-0.0008874489633718
"230",55,"val_new","New Covid",NA,"Full","Full Year 2020 (Sampled)",2021-10-01,2021-12-31,2021-11-16,2020-01-01,2020-12-31,"12m_150k",NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Full | New Covid | Full Year 2020 (Sampled)","dataDrivenCovidF",0.882458502522448,228759,2260,0.00162687647763119,0.0115333851661533,0.0098793927233464,-0.0016539924428069
"231",69,"val_new","New Covid",NA,"Parsimonious","First 6 Months",2021-10-01,2021-12-31,2021-11-16,2020-01-01,2020-06-30,"6m",NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Parsimonious | New Covid | First 6 Months","covidF",0.86811583629645,228759,2260,0.00912153971187916,0.0182587772830636,0.0098793927233464,-0.0083793845597172
"232",81,"val_new","New Covid",NA,"Parsimonious","First 9 Months",2021-10-01,2021-12-31,2021-11-16,2020-01-01,2020-09-30,"9m",NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Parsimonious | New Covid | First 9 Months","covidF",0.868925968025724,228759,2260,0.00559456810314518,0.0146153400224264,0.0098793927233464,-0.00473594729908
"233",92,"val_new","New Covid",NA,"Parsimonious","Full Year 2020 (Full Pop.)",2021-10-01,2021-12-31,2021-11-16,2020-01-01,2020-12-31,"12m_full",NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Parsimonious | New Covid | Full Year 2020 (Full Pop.)","covidF",0.869877578040842,228759,2260,0.00303331892403188,0.0120863913919698,0.0098793927233464,-0.0022069986686234
"234",103,"val_new","New Covid",NA,"Parsimonious","Full Year 2020 (Sampled)",2021-10-01,2021-12-31,2021-11-16,2020-01-01,2020-12-31,"12m_150k",NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Parsimonious | New Covid | Full Year 2020 (Sampled)","covidF",0.869889195822506,228759,2260,0.00356007125981026,0.0127215895005895,0.0098793927233464,-0.0028421967772431
"235",118,"val_new","New Covid",NA,"Full","First 3 Months",2021-10-01,2021-12-31,2021-11-16,2020-01-01,2020-03-31,"3m",NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Full | New Covid | First 3 Months","dataDrivenCovidH",0.749925049191231,226970,17174,0.210255705828935,0.286485582975966,0.0756663876283209,-0.210819195347645
"236",131,"val_new","New Covid",NA,"Full","First 6 Months",2021-10-01,2021-12-31,2021-11-16,2020-01-01,2020-06-30,"6m",NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Full | New Covid | First 6 Months","dataDrivenCovidH",0.812668480530055,226970,17174,0.0211001630559606,0.0966881371731786,0.0756663876283209,-0.0210217495448577
"237",143,"val_new","New Covid",NA,"Full","First 9 Months",2021-10-01,2021-12-31,2021-11-16,2020-01-01,2020-09-30,"9m",NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Full | New Covid | First 9 Months","dataDrivenCovidH",0.823971994373111,226970,17174,0.00869495485974548,0.0841168287827748,0.0756663876283209,-0.0084504411544539
"238",154,"val_new","New Covid",NA,"Full","Full Year 2020 (Full Pop.)",2021-10-01,2021-12-31,2021-11-16,2020-01-01,2020-12-31,"12m_full",NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Full | New Covid | Full Year 2020 (Full Pop.)","dataDrivenCovidH",0.826690860804001,226970,17174,0.00851940902181753,0.0838447791624582,0.0756663876283209,-0.0081783915341373
"239",165,"val_new","New Covid",NA,"Full","Full Year 2020 (Sampled)",2021-10-01,2021-12-31,2021-11-16,2020-01-01,2020-12-31,"12m_150k",NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Full | New Covid | Full Year 2020 (Sampled)","dataDrivenCovidH",0.822663555645175,226970,17174,0.0106219684647698,0.0859097904648059,0.0756663876283209,-0.010243402836485
"240",180,"val_new","New Covid",NA,"Parsimonious","First 3 Months",2021-10-01,2021-12-31,2021-11-16,2020-01-01,2020-03-31,"3m",NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Parsimonious | New Covid | First 3 Months","covidH",0.7801992617558,226970,17174,0.169569664762923,0.246190696980233,0.0756663876283209,-0.170524309351912
"241",193,"val_new","New Covid",NA,"Parsimonious","First 6 Months",2021-10-01,2021-12-31,2021-11-16,2020-01-01,2020-06-30,"6m",NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Parsimonious | New Covid | First 6 Months","covidH",0.789125970370685,226970,17174,0.0206206251974444,0.0964585080510924,0.0756663876283209,-0.0207921204227715
"242",205,"val_new","New Covid",NA,"Parsimonious","First 9 Months",2021-10-01,2021-12-31,2021-11-16,2020-01-01,2020-09-30,"9m",NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Parsimonious | New Covid | First 9 Months","covidH",0.791473128522042,226970,17174,0.0119254043431195,0.0875003441199222,0.0756663876283209,-0.0118339564916013
"243",216,"val_new","New Covid",NA,"Parsimonious","Full Year 2020 (Full Pop.)",2021-10-01,2021-12-31,2021-11-16,2020-01-01,2020-12-31,"12m_full",NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Parsimonious | New Covid | Full Year 2020 (Full Pop.)","covidH",0.793369647331222,226970,17174,0.00923897774456844,0.0845453940246611,0.0756663876283209,-0.00887900639634021
"244",228,"val_new","New Covid",NA,"Parsimonious","Full Year 2020 (Sampled)",2021-10-01,2021-12-31,2021-11-16,2020-01-01,2020-12-31,"12m_150k",NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Parsimonious | New Covid | Full Year 2020 (Sampled)","covidH",0.793397478439758,226970,17174,0.0111895989250817,0.0865259237775075,0.0756663876283209,-0.0108595361491866
"245",277,"val_new","New Covid",NA,"Full","First 3 Months",2021-10-01,2021-12-31,2021-11-16,2020-01-01,2020-03-31,"3m",NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Full | New Covid | First 3 Months","dataDrivenCovidI",0.718458347106428,219660,13840,0.203566280633861,0.266743595688362,0.0630064645361012,-0.203737131152261
"246",90,"val_new","New Covid",NA,"Full","First 6 Months",2021-10-01,2021-12-31,2021-11-16,2020-01-01,2020-06-30,"6m",NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Full | New Covid | First 6 Months","dataDrivenCovidI",0.796917813028164,219660,13840,0.0184799977807921,0.0812371205059232,0.0630064645361012,-0.018230655969822
"247",212,"val_new","New Covid",NA,"Full","First 9 Months",2021-10-01,2021-12-31,2021-11-16,2020-01-01,2020-09-30,"9m",NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Full | New Covid | First 9 Months","dataDrivenCovidI",0.809001726422942,219660,13840,0.00763187270620751,0.0702815435306663,0.0630064645361012,-0.0072750789945651
"248",243,"val_new","New Covid",NA,"Full","Full Year 2020 (Full Pop.)",2021-10-01,2021-12-31,2021-11-16,2020-01-01,2020-12-31,"12m_full",NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Full | New Covid | Full Year 2020 (Full Pop.)","dataDrivenCovidI",0.81160046828055,219660,13840,0.00634701782978664,0.06900630832407,0.0630064645361012,-0.00599984378796879
"249",254,"val_new","New Covid",NA,"Full","Full Year 2020 (Sampled)",2021-10-01,2021-12-31,2021-11-16,2020-01-01,2020-12-31,"12m_150k",NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Full | New Covid | Full Year 2020 (Sampled)","dataDrivenCovidI",0.806381195926852,219660,13840,0.00752755451009212,0.0700916964910128,0.0630064645361012,-0.00708523195491159
"250",269,"val_new","New Covid",NA,"Parsimonious","First 3 Months",2021-10-01,2021-12-31,2021-11-16,2020-01-01,2020-03-31,"3m",NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Parsimonious | New Covid | First 3 Months","covidI",0.771058278868173,219660,13840,0.158966441332616,0.2222878268503,0.0630064645361012,-0.159281362314199
"251",282,"val_new","New Covid",NA,"Parsimonious","First 6 Months",2021-10-01,2021-12-31,2021-11-16,2020-01-01,2020-06-30,"6m",NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Parsimonious | New Covid | First 6 Months","covidI",0.774714164805602,219660,13840,0.0174245849523858,0.0802142695216584,0.0630064645361012,-0.0172078049855572
"252",294,"val_new","New Covid",NA,"Parsimonious","First 9 Months",2021-10-01,2021-12-31,2021-11-16,2020-01-01,2020-09-30,"9m",NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Parsimonious | New Covid | First 9 Months","covidI",0.775365584398624,219660,13840,0.0106263252584124,0.0732281350883922,0.0630064645361012,-0.010221670552291
"253",305,"val_new","New Covid",NA,"Parsimonious","Full Year 2020 (Full Pop.)",2021-10-01,2021-12-31,2021-11-16,2020-01-01,2020-12-31,"12m_full",NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Parsimonious | New Covid | Full Year 2020 (Full Pop.)","covidI",0.777450968893354,219660,13840,0.00836553637587139,0.0696775439476059,0.0630064645361012,-0.0066710794115047
"254",8,"val_new","New Covid",NA,"Parsimonious","Full Year 2020 (Sampled)",2021-10-01,2021-12-31,2021-11-16,2020-01-01,2020-12-31,"12m_150k",NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Parsimonious | New Covid | Full Year 2020 (Sampled)","covidI",0.777091369296534,219660,13840,0.00865982016594912,0.0708547050859815,0.0630064645361012,-0.0078482405498803
"255",22,"val_new","New Covid",NA,"Full","First 6 Months",2022-01-01,2022-03-31,2022-02-14,2020-01-01,2020-06-30,"6m",NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Full | New Covid | First 6 Months","dataDrivenCovidF",0.8840749580483,346919,3820,0.0107995751508055,0.0219378653277775,0.011011215874599,-0.0109266494531785
"256",34,"val_new","New Covid",NA,"Full","First 9 Months",2022-01-01,2022-03-31,2022-02-14,2020-01-01,2020-09-30,"9m",NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Full | New Covid | First 9 Months","dataDrivenCovidF",0.895921774154328,346919,3820,0.00720510009383444,0.0183331733639491,0.011011215874599,-0.0073219574893501
"257",45,"val_new","New Covid",NA,"Full","Full Year 2020 (Full Pop.)",2022-01-01,2022-03-31,2022-02-14,2020-01-01,2020-12-31,"12m_full",NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Full | New Covid | Full Year 2020 (Full Pop.)","dataDrivenCovidF",0.900985262004194,346919,3820,0.00585262134454238,0.0169289768261072,0.011011215874599,-0.0059177609515082
"258",56,"val_new","New Covid",NA,"Full","Full Year 2020 (Sampled)",2022-01-01,2022-03-31,2022-02-14,2020-01-01,2020-12-31,"12m_150k",NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Full | New Covid | Full Year 2020 (Sampled)","dataDrivenCovidF",0.893621149507487,346919,3820,0.00661027612317916,0.0177419408647252,0.011011215874599,-0.0067307249901262
"259",70,"val_new","New Covid",NA,"Parsimonious","First 6 Months",2022-01-01,2022-03-31,2022-02-14,2020-01-01,2020-06-30,"6m",NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Parsimonious | New Covid | First 6 Months","covidF",0.869437005108458,346919,3820,0.0150475674978588,0.0260428465583365,0.011011215874599,-0.0150316306837375
"260",82,"val_new","New Covid",NA,"Parsimonious","First 9 Months",2022-01-01,2022-03-31,2022-02-14,2020-01-01,2020-09-30,"9m",NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Parsimonious | New Covid | First 9 Months","covidF",0.871522831343125,346919,3820,0.0104296470335193,0.0213880740020522,0.011011215874599,-0.0103768581274532
"261",93,"val_new","New Covid",NA,"Parsimonious","Full Year 2020 (Full Pop.)",2022-01-01,2022-03-31,2022-02-14,2020-01-01,2020-12-31,"12m_full",NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Parsimonious | New Covid | Full Year 2020 (Full Pop.)","covidF",0.872366359341066,346919,3820,0.00767864209758219,0.018562778804877,0.011011215874599,-0.007551562930278
"262",104,"val_new","New Covid",NA,"Parsimonious","Full Year 2020 (Sampled)",2022-01-01,2022-03-31,2022-02-14,2020-01-01,2020-12-31,"12m_150k",NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Parsimonious | New Covid | Full Year 2020 (Sampled)","covidF",0.872800527221021,346919,3820,0.00847158585808412,0.019358022478597,0.011011215874599,-0.008346806603998
"263",119,"val_new","New Covid",NA,"Full","First 3 Months",2022-01-01,2022-03-31,2022-02-14,2020-01-01,2020-03-31,"3m",NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Full | New Covid | First 3 Months","dataDrivenCovidH",0.767296472389081,344219,19552,0.254010930833208,0.311450975235961,0.0568010481699151,-0.254649927066046
"264",132,"val_new","New Covid",NA,"Full","First 6 Months",2022-01-01,2022-03-31,2022-02-14,2020-01-01,2020-06-30,"6m",NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Full | New Covid | First 6 Months","dataDrivenCovidH",0.83019443829976,344219,19552,0.0597054081914886,0.116896967662498,0.0568010481699151,-0.0600959194925829
"265",144,"val_new","New Covid",NA,"Full","First 9 Months",2022-01-01,2022-03-31,2022-02-14,2020-01-01,2020-09-30,"9m",NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Full | New Covid | First 9 Months","dataDrivenCovidH",0.842876702461352,344219,19552,0.0488247645629418,0.105967422097998,0.0568010481699151,-0.0491663739280829
"266",155,"val_new","New Covid",NA,"Full","Full Year 2020 (Full Pop.)",2022-01-01,2022-03-31,2022-02-14,2020-01-01,2020-12-31,"12m_full",NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Full | New Covid | Full Year 2020 (Full Pop.)","dataDrivenCovidH",0.84970861386417,344219,19552,0.0496252374593557,0.106794322268421,0.0568010481699151,-0.0499932740985059
